pedido,data,plataforma,subtotal,taxas,descontos,faturamento,canal_ultimo,origem_ultimo,midia_ultimo,campanha_ultimo,canal_primeiro,origem_primeiro,midia_primeiro,campanha_primeiro,metodo_match
175067850,2026-08-27,app,1593.82,265.56,0,1859.38,Nao identificado,,,,Nao identificado,,,,sem_origem
175067880,2026-08-27,web,528.01,97.17,0,625.18,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175067890,2026-08-27,app,730.15,137.21,0,867.36,Nao identificado,,,,Nao identificado,,,,sem_origem
175067902,2026-08-27,app,2178.43,385.26,0,2563.69,Nao identificado,,,,Nao identificado,,,,sem_origem
175067919,2026-08-27,app,1719.3,287.3,0,2006.6,Nao identificado,,,,Nao identificado,,,,sem_origem
175067950,2026-08-27,app,545.36,131.59,0,676.95,Nao identificado,,,,Nao identificado,,,,sem_origem
175067957,2026-08-27,web,2116.72,248.2,96.52,2268.4,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175067966,2026-08-27,app,1579.72,223.96,0,1803.68,Nao identificado,,,,Nao identificado,,,,sem_origem
175067972,2026-08-27,web,629.55,91.95,0,721.5,Nao identificado,,,,Nao identificado,,,,sem_origem
175067983,2026-08-27,app,763.09,104.27,0,867.36,Nao identificado,,,,Nao identificado,,,,sem_origem
175067984,2026-08-27,web,1878.44,389.96,0,2268.4,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175068023,2026-08-27,app,303.5,82.63,0,386.13,Nao identificado,,,,Nao identificado,,,,sem_origem
175068024,2026-08-27,web,838.73,157.65,0,996.38,Nao identificado,,,,Nao identificado,,,,sem_origem
175068048,2026-08-27,web,1149.18,109.18,0,1258.36,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175068070,2026-08-27,web,1594.54,297.58,0,1892.12,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175068088,2026-08-27,app,488.54,75.57,29.17,534.94,Nao identificado,,,,Nao identificado,,,,sem_origem
175068093,2026-08-27,web,1007.5,117.56,45.94,1079.12,Nao identificado,,,,Nao identificado,,,,sem_origem
175068098,2026-08-27,app,1251.38,211.31,0,1462.69,Nao identificado,,,,Nao identificado,,,,sem_origem
175068114,2026-08-27,app,606.1,132.34,0,738.44,Nao identificado,,,,Nao identificado,,,,sem_origem
175068131,2026-08-27,app,1036.01,182.57,0,1218.58,Nao identificado,,,,Nao identificado,,,,sem_origem
175068167,2026-08-27,app,1221.13,187.93,0,1409.06,Nao identificado,,,,Nao identificado,,,,sem_origem
175068168,2026-08-27,app,477.62,111.38,0,589,Nao identificado,,,,Nao identificado,,,,sem_origem
175068171,2026-08-27,web,1370.38,214.54,0,1584.92,Nao identificado,,,,Nao identificado,,,,sem_origem
175068185,2026-08-27,web,599.3,98.66,0,697.96,Nao identificado,,,,Nao identificado,,,,sem_origem
175068208,2026-08-27,web,1812.83,76.83,0,1889.66,Nao identificado,,,,Nao identificado,,,,sem_origem
175068215,2026-08-27,app,949.24,61.88,137.36,873.76,Nao identificado,,,,Nao identificado,,,,sem_origem
175068233,2026-08-27,app,1587.13,298.01,0,1885.14,Nao identificado,,,,Nao identificado,,,,sem_origem
175068302,2026-08-27,web,997.71,100.21,45.5,1052.42,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175068348,2026-08-27,app,1554.7,106.53,134.17,1527.06,Nao identificado,,,,Nao identificado,,,,sem_origem
175068384,2026-08-27,app,597.37,129.95,0,727.32,Nao identificado,,,,Nao identificado,,,,sem_origem
175068393,2026-08-27,web,997.71,100.21,45.5,1052.42,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175068403,2026-08-27,web,2251.62,67.62,0,2319.24,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175068411,2026-08-27,app,1248.49,117.56,56.93,1309.12,Nao identificado,,,,Nao identificado,,,,sem_origem
175068424,2026-08-27,web,984.9,74.1,58.8,1000.2,Nao identificado,,,,Nao identificado,,,,sem_origem
175068435,2026-08-27,web,997.71,100.21,45.5,1052.42,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175068441,2026-08-27,web,952.21,100.21,0,1052.42,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175068443,2026-08-27,web,3070.16,336.72,0,3406.88,Nao identificado,,,,Nao identificado,,,,sem_origem
175068450,2026-08-27,app,695.39,40.75,68.64,667.5,Nao identificado,,,,Nao identificado,,,,sem_origem
175068453,2026-08-27,app,1627.05,234.33,0,1861.38,Nao identificado,,,,Nao identificado,,,,sem_origem
175068473,2026-08-27,web,1297.44,169.44,0,1466.88,Nao identificado,,,,Nao identificado,,,,sem_origem
175068491,2026-08-27,web,884.05,168.37,0,1052.42,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175068498,2026-08-27,app,1093.99,125.36,0,1219.35,Nao identificado,,,,Nao identificado,,,,sem_origem
175068504,2026-08-27,app,278.26,102.26,0,380.52,Nao identificado,,,,Nao identificado,,,,sem_origem
175068505,2026-08-27,web,3373.41,515.89,0,3889.3,Nao identificado,,,,Nao identificado,,,,sem_origem
175068508,2026-08-27,app,808.5,148.4,0,956.9,Nao identificado,,,,Nao identificado,,,,sem_origem
175068509,2026-08-27,app,345.82,40.15,15.77,370.2,Nao identificado,,,,Nao identificado,,,,sem_origem
175068524,2026-08-27,web,494.28,99.48,0,593.76,Nao identificado,,,,Nao identificado,,,,sem_origem
175068532,2026-08-27,web,640.65,55.42,63.23,632.84,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175068543,2026-08-27,web,561.52,103.46,0,664.98,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175068550,2026-08-27,app,1067.9,126.29,0,1194.19,Nao identificado,,,,Nao identificado,,,,sem_origem
175068554,2026-08-27,web,769.39,104.11,0,873.5,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175068575,2026-08-27,web,1330.58,225.14,0,1555.72,Nao identificado,,,,Nao identificado,,,,sem_origem
175068583,2026-08-27,web,1897.47,297.79,0,2195.26,Nao identificado,,,,Nao identificado,,,,sem_origem
175068589,2026-08-27,web,2359.81,268.21,0,2628.02,Nao identificado,,,,Nao identificado,,,,sem_origem
175068595,2026-08-27,app,1191.56,117.56,0,1309.12,Nao identificado,,,,Nao identificado,,,,sem_origem
175068599,2026-08-27,web,811.15,125.71,0,936.86,Nao identificado,,,,Nao identificado,,,,sem_origem
175068600,2026-08-27,web,2157.68,317.68,0,2475.36,Nao identificado,,,,Nao identificado,,,,sem_origem
175068604,2026-08-27,web,449.2,38.44,38.76,448.88,Nao identificado,,,,Nao identificado,,,,sem_origem
175068641,2026-08-27,app,2857.9,408.46,0,3266.36,Nao identificado,,,,Nao identificado,,,,sem_origem
175068650,2026-08-27,web,1926.38,97.63,278.75,1745.26,Nao identificado,,,,Nao identificado,,,,sem_origem
175068658,2026-08-27,web,984.9,74.1,58.8,1000.2,Nao identificado,,,,Nao identificado,,,,sem_origem
175068662,2026-08-27,web,1527.38,304.34,0,1831.72,Nao identificado,,,,Nao identificado,,,,sem_origem
175068687,2026-08-27,app,96.62,1953.93,0,2050.55,Nao identificado,,,,Nao identificado,,,,sem_origem
175068704,2026-08-27,web,665.88,93,0,758.88,Nao identificado,,,,Nao identificado,,,,sem_origem
175068735,2026-08-27,web,818.21,100.21,0,918.42,Nao identificado,,,,Nao identificado,,,,sem_origem
175068737,2026-08-27,app,1050.55,189.03,0,1239.58,Nao identificado,,,,Nao identificado,,,,sem_origem
175068740,2026-08-27,web,6857.9,890.54,0,7748.44,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175068759,2026-08-27,app,2742.58,479.99,0,3222.57,Nao identificado,,,,Nao identificado,,,,sem_origem
175068761,2026-08-27,web,885.16,142.6,0,1027.76,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175068778,2026-08-27,web,691.27,147.51,0,838.78,Nao identificado,,,,Nao identificado,,,,sem_origem
175068785,2026-08-27,app,1788.6,261.86,0,2050.46,Nao identificado,,,,Nao identificado,,,,sem_origem
175068786,2026-08-27,web,1683.83,252.71,0,1936.54,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175068791,2026-08-27,app,1148.92,205.92,0,1354.84,Nao identificado,,,,Nao identificado,,,,sem_origem
175068801,2026-08-27,app,1035.04,129.93,92.09,1072.88,Nao identificado,,,,Nao identificado,,,,sem_origem
175068804,2026-08-27,app,1192.74,152.82,0,1345.56,Nao identificado,,,,Nao identificado,,,,sem_origem
175068806,2026-08-27,web,2489.62,382.9,0,2872.52,Nao identificado,,,,Nao identificado,,,,sem_origem
175068817,2026-08-27,web,514.59,53.8,50.79,517.6,Nao identificado,,,,Nao identificado,,,,sem_origem
175068822,2026-08-27,web,1088.82,164.82,0,1253.64,Nao identificado,,,,Nao identificado,,,,sem_origem
175068824,2026-08-27,web,994.74,146.34,0,1141.08,Nao identificado,,,,Nao identificado,,,,sem_origem
175068828,2026-08-27,app,1060.11,129.39,0,1189.5,Nao identificado,,,,Nao identificado,,,,sem_origem
175068833,2026-08-27,app,1723.92,386.29,0,2110.21,Nao identificado,,,,Nao identificado,,,,sem_origem
175068890,2026-08-27,web,1583.12,254.24,0,1837.36,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175068895,2026-08-27,app,1795.22,227.11,0,2022.33,Nao identificado,,,,Nao identificado,,,,sem_origem
175068901,2026-08-27,web,1427.76,254.52,85.24,1597.04,Nao identificado,,,,Nao identificado,,,,sem_origem
175068912,2026-08-27,app,510.71,119.21,0,629.92,Nao identificado,,,,Nao identificado,,,,sem_origem
175068932,2026-08-27,app,695.77,142.81,0,838.58,Nao identificado,,,,Nao identificado,,,,sem_origem
175068940,2026-08-27,web,1300.51,198.43,0,1498.94,Nao identificado,,,,Nao identificado,,,,sem_origem
175068944,2026-08-27,web,435.4,94.36,0,529.76,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175068945,2026-08-27,app,654.02,140.24,0,794.26,Nao identificado,,,,Nao identificado,,,,sem_origem
175068948,2026-08-27,web,1081.72,129.16,0,1210.88,Nao identificado,,,,Nao identificado,,,,sem_origem
175068969,2026-08-27,app,932.41,192.65,0,1125.06,Nao identificado,,,,Nao identificado,,,,sem_origem
175068973,2026-08-27,web,1829.58,357.9,0,2187.48,Nao identificado,,,,Nao identificado,,,,sem_origem
175068992,2026-08-27,app,541.12,106.12,0,647.24,Nao identificado,,,,Nao identificado,,,,sem_origem
175068997,2026-08-27,app,2552.88,362.16,0,2915.04,Nao identificado,,,,Nao identificado,,,,sem_origem
175069069,2026-08-27,app,4080.87,268.37,590.5,3758.74,Nao identificado,,,,Nao identificado,,,,sem_origem
175069092,2026-08-27,web,1095.06,204.66,0,1299.72,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175069100,2026-08-27,web,1310.35,203.23,0,1513.58,Nao identificado,,,,Nao identificado,,,,sem_origem
175069104,2026-08-27,app,2155.66,341.26,0,2496.92,Nao identificado,,,,Nao identificado,,,,sem_origem
175069118,2026-08-27,web,763.27,103.03,0,866.3,Nao identificado,,,,Nao identificado,,,,sem_origem
175069132,2026-08-27,web,1928.93,219.68,0,2148.61,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175069152,2026-08-27,app,300.99,65.79,0,366.78,Nao identificado,,,,Nao identificado,,,,sem_origem
175069171,2026-08-27,web,3031.32,325.73,0,3357.05,Nao identificado,,,,Nao identificado,,,,sem_origem
175069175,2026-08-27,web,577.72,127.72,0,705.44,Nao identificado,,,,Nao identificado,,,,sem_origem
175069180,2026-08-27,app,561.47,86.03,0,647.5,Nao identificado,,,,Nao identificado,,,,sem_origem
175069183,2026-08-27,web,606,135.6,0,741.6,Nao identificado,,,,Nao identificado,,,,sem_origem
175069189,2026-08-27,app,615.46,114.82,0,730.28,Nao identificado,,,,Nao identificado,,,,sem_origem
175069194,2026-08-27,app,908.76,114.12,0,1022.88,Nao identificado,,,,Nao identificado,,,,sem_origem
175069203,2026-08-27,app,0,1616.12,0,1616.12,Nao identificado,,,,Nao identificado,,,,sem_origem
175069207,2026-08-27,app,4080.87,268.37,590.5,3758.74,Nao identificado,,,,Nao identificado,,,,sem_origem
175069239,2026-08-27,web,277.16,551.68,0,828.84,Nao identificado,,,,Nao identificado,,,,sem_origem
175069247,2026-08-27,app,4080.87,268.37,590.5,3758.74,Nao identificado,,,,Nao identificado,,,,sem_origem
175069251,2026-08-27,app,1528.72,243.51,0,1772.23,Nao identificado,,,,Nao identificado,,,,sem_origem
175069254,2026-08-27,app,869.53,47.88,39.65,877.76,Nao identificado,,,,Nao identificado,,,,sem_origem
175069260,2026-08-27,web,1895.88,333.48,0,2229.36,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175069296,2026-08-27,app,1200.88,202.96,0,1403.84,Nao identificado,,,,Nao identificado,,,,sem_origem
175069305,2026-08-27,app,818.8,123.28,0,942.08,Nao identificado,,,,Nao identificado,,,,sem_origem
175069313,2026-08-27,web,619.61,103.85,0,723.46,Nao identificado,,,,Nao identificado,,,,sem_origem
175069327,2026-08-27,app,1129.17,158.13,0,1287.3,Nao identificado,,,,Nao identificado,,,,sem_origem
175069335,2026-08-27,web,289.91,76.89,0,366.8,Nao identificado,,,,Nao identificado,,,,sem_origem
175069356,2026-08-27,app,1514.74,253.49,0,1768.23,Nao identificado,,,,Nao identificado,,,,sem_origem
175069377,2026-08-27,app,561.47,86.03,0,647.5,Nao identificado,,,,Nao identificado,,,,sem_origem
175069385,2026-08-27,web,2466.96,91.47,243.49,2314.94,Nao identificado,,,,Nao identificado,,,,sem_origem
175069389,2026-08-27,web,1253.84,313.04,0,1566.88,Nao identificado,,,,Nao identificado,,,,sem_origem
175069398,2026-08-27,web,921.51,138.81,0,1060.32,Nao identificado,,,,Nao identificado,,,,sem_origem
175069408,2026-08-27,app,1726.24,195.76,0,1922,Nao identificado,,,,Nao identificado,,,,sem_origem
175069412,2026-08-27,app,302.92,82.84,0,385.76,Nao identificado,,,,Nao identificado,,,,sem_origem
175069413,2026-08-27,app,386.44,77.32,0,463.76,Nao identificado,,,,Nao identificado,,,,sem_origem
175069414,2026-08-27,app,1424.74,180.74,0,1605.48,Nao identificado,,,,Nao identificado,,,,sem_origem
175069418,2026-08-27,app,1442.31,335.69,0,1778,Nao identificado,,,,Nao identificado,,,,sem_origem
175069421,2026-08-27,web,4476.88,471.96,0,4948.84,Nao identificado,,,,Nao identificado,,,,sem_origem
175069428,2026-08-27,app,1514.74,253.49,0,1768.23,Nao identificado,,,,Nao identificado,,,,sem_origem
175069438,2026-08-27,web,1610.79,238.63,0,1849.42,Nao identificado,,,,Nao identificado,,,,sem_origem
175069449,2026-08-27,app,1537.76,95.2,112.56,1520.4,Nao identificado,,,,Nao identificado,,,,sem_origem
175069456,2026-08-27,web,526.04,80.84,0,606.88,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175069458,2026-08-27,web,848.63,122.87,0,971.5,Nao identificado,,,,Nao identificado,,,,sem_origem
175069462,2026-08-27,web,2119.68,236.4,0,2356.08,Nao identificado,,,,Nao identificado,,,,sem_origem
175069478,2026-08-27,app,1322.97,105.98,78.99,1349.96,Nao identificado,,,,Nao identificado,,,,sem_origem
175069488,2026-08-27,web,1707.97,188.18,0,1896.15,Nao identificado,,,,Nao identificado,,,,sem_origem
175069500,2026-08-27,app,2130.02,245.06,0,2375.08,Nao identificado,,,,Nao identificado,,,,sem_origem
175069512,2026-08-27,web,422.3,57.04,19.26,460.08,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175069521,2026-08-27,app,597.75,112.22,0,709.97,Nao identificado,,,,Nao identificado,,,,sem_origem
175069539,2026-08-27,web,856.69,167.89,0,1024.58,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175069543,2026-08-27,web,948.21,100.21,0,1048.42,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175069557,2026-08-27,web,1939.68,258,0,2197.68,Nao identificado,,,,Nao identificado,,,,sem_origem
175069590,2026-08-27,web,637.95,121.92,0,759.87,Nao identificado,,,,Nao identificado,,,,sem_origem
175069591,2026-08-27,app,561.47,86.03,0,647.5,Nao identificado,,,,Nao identificado,,,,sem_origem
175069599,2026-08-27,app,466.46,75.05,0,541.51,Nao identificado,,,,Nao identificado,,,,sem_origem
175069621,2026-08-27,app,524.52,111.24,0,635.76,Nao identificado,,,,Nao identificado,,,,sem_origem
175069628,2026-08-27,app,1168.79,209.6,0,1378.39,Nao identificado,,,,Nao identificado,,,,sem_origem
175069630,2026-08-27,web,620.35,102.91,0,723.26,Nao identificado,,,,Nao identificado,,,,sem_origem
175069635,2026-08-27,web,1914.21,100.21,0,2014.42,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175069643,2026-08-27,web,2779.76,129.76,0,2909.52,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175069653,2026-08-27,web,289.91,76.89,0,366.8,Nao identificado,,,,Nao identificado,,,,sem_origem
175069655,2026-08-27,web,1165.57,105.98,69.59,1201.96,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175069657,2026-08-27,web,818.79,138.39,0,957.18,Nao identificado,,,,Nao identificado,,,,sem_origem
175069661,2026-08-27,app,1498.21,181.09,0,1679.3,Nao identificado,,,,Nao identificado,,,,sem_origem
175069668,2026-08-27,web,2497.2,306.48,0,2803.68,Nao identificado,,,,Nao identificado,,,,sem_origem
175069676,2026-08-27,app,1186.65,89.28,145.37,1130.56,Nao identificado,,,,Nao identificado,,,,sem_origem
175069685,2026-08-27,web,1100.53,149.65,0,1250.18,Nao identificado,,,,Nao identificado,,,,sem_origem
175069741,2026-08-27,web,32.84,2789.52,0,2822.36,Nao identificado,,,,Nao identificado,,,,sem_origem
175069746,2026-08-27,app,1160.83,186.43,0,1347.26,Nao identificado,,,,Nao identificado,,,,sem_origem
175069749,2026-08-27,app,388.51,70.99,0,459.5,Nao identificado,,,,Nao identificado,,,,sem_origem
175069750,2026-08-27,web,340.46,64.46,0,404.92,Nao identificado,,,,Nao identificado,,,,sem_origem
175069758,2026-08-27,web,528.99,82.11,0,611.1,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175069794,2026-08-27,web,606.52,109.24,0,715.76,Nao identificado,,,,Nao identificado,,,,sem_origem
175069807,2026-08-27,web,398.77,81.46,0,480.23,Nao identificado,,,,Nao identificado,,,,sem_origem
175069815,2026-08-27,app,1534.64,276.08,0,1810.72,Nao identificado,,,,Nao identificado,,,,sem_origem
175069823,2026-08-27,app,546.83,124.15,0,670.98,Nao identificado,,,,Nao identificado,,,,sem_origem
175069842,2026-08-27,web,683.09,59.09,0,742.18,Nao identificado,,,,Nao identificado,,,,sem_origem
175069859,2026-08-27,web,7866.15,1087.35,0,8953.5,Nao identificado,,,,Nao identificado,,,,sem_origem
175069891,2026-08-27,web,1361.64,219.24,0,1580.88,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175069898,2026-08-27,web,2785.97,482.79,0,3268.76,Nao identificado,,,,Nao identificado,,,,sem_origem
175069906,2026-08-27,web,1104.42,145.14,0,1249.56,Nao identificado,,,,Nao identificado,,,,sem_origem
175069915,2026-08-27,web,657.15,94.35,0,751.5,Nao identificado,,,,Nao identificado,,,,sem_origem
175069917,2026-08-27,app,766.84,71.88,34.96,803.76,Nao identificado,,,,Nao identificado,,,,sem_origem
175069922,2026-08-27,web,1600.63,197.22,0,1797.85,Nao identificado,,,,Nao identificado,,,,sem_origem
175069929,2026-08-27,web,325.95,65.55,0,391.5,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175069936,2026-08-27,app,929.7,75.3,42.4,962.6,Nao identificado,,,,Nao identificado,,,,sem_origem
175069941,2026-08-27,web,4155.35,632.39,0,4787.74,Nao identificado,,,,Nao identificado,,,,sem_origem
175069945,2026-08-27,web,1287.75,92.87,76.88,1303.74,Nao identificado,,,,Nao identificado,,,,sem_origem
175069951,2026-08-27,web,1094.14,76.82,65.32,1105.64,Nao identificado,,,,Nao identificado,,,,sem_origem
175069958,2026-08-27,app,821.49,162.93,0,984.42,Nao identificado,,,,Nao identificado,,,,sem_origem
175069964,2026-08-27,web,1160,59.09,84.91,1134.18,Nao identificado,,,,Nao identificado,,,,sem_origem
175069984,2026-08-27,web,210.44,38.44,0,248.88,Nao identificado,,,,Nao identificado,,,,sem_origem
175069986,2026-08-27,web,414.9,97.38,0,512.28,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
175069990,2026-08-27,web,1035.04,129.93,92.09,1072.88,Nao identificado,,,,Nao identificado,,,,sem_origem
175070001,2026-08-27,app,4066.6,422.71,307.23,4182.08,Nao identificado,,,,Nao identificado,,,,sem_origem
175070002,2026-08-27,web,1937.25,202.09,0,2139.34,Nao identificado,,,,Nao identificado,,,,sem_origem
175070003,2026-08-27,web,683.09,59.09,0,742.18,Nao identificado,,,,Nao identificado,,,,sem_origem
